Comentarios,Clas
"la ubicación estratégica cerca al aeropuerto y corferias, las instalaciones impecables. El personal muy Atento.",Positivos
"Excelente hotel, buen servicio y habitaciones modernas y muy comodas",Positivos
La amabilidad y disponibilidad del personal a que uno esté bien y bien atendido.,Positivos
"La piscina es agradable, el desayuno estaba rico y la ubicación fue excelente teniendo en cuenta que queríamos ir a un evento en el teatro Jorge Eliecer Gaitan y nos quedaba muy cerca. También hay un cine Colombia en el mismo sector y el museo de arte moderno de Bogotá. Pudimos ir a pie a todos estos sitios. El personal es muy amable y es limpio.",Positivos
La atención y el acompañamiento de las chicas especialmente Andreina y Anny en el hotel están siempre dispuestas a servirte la cercanía a la embajada es fenomenal un hotel muy familiar te hace sentir en casa súper bien en precio y servicio,Positivos
Todo el concepto es genial y brinda la posibilidad de tener todo sin necesidad de salir.,Positivos
"El ambiente de las suites, son increíbles, grandes como un apto. Las zonas húmedas y el desayuno.",Positivos
"El sitio es acogedor, limpio y buena distribución de sus espacios.",Positivos
"EL HOTEL ES UNA MAGNIFICA OPCIÓN, PARA ALOJARSE EN BOGOTÁ, SE ENCUENTRA EN UN AREA CENTRICA Y LOS SERVICIOS EN GENERAL SON MUY BUENOS. LA ATENCIÓN DEL PERSONAL ES DE LO MEJOR Y LAS OPCIONES DEL RESTAURANTE SON DELICIOSAS. SIN DUDA UN LUGAR PARA REGRESAR Y ADEMAS, ES PET FRIENDLY.",Positivos
"Excelente ubicación, cerca de los mejores restaurantes y bares de la ciudad. La habitación espaciosa, limpia y con suficientes accesorios.",Positivos
"Las instalaciones del Hotel son modernas, muy agradables, y el personal fue muy amable.",Positivos
"servicios, la amabilidad del personal, ubicación, buen restaurante. los detalles para nuestra mascota.",Positivos
"Excelente servicio, instalaciones, personal y ubicación . Gracias por hacer nuestra estancia totalmente agradable. Volveremos !",Positivos
"Lo grande de la habitación. Su vista de Bogotá. Su ubicación, es muy central",Positivos
"La habitación cómoda , limpia la atención de la SRA Maritza excelente . Cerca a al embajada 5 min caminando muy central de centros comerciales y restaurantes.",Positivos
La habitación era de dos pisos! Con una gran ventana para recibir luz natural,Positivos
"La ubicación del hotel excelente, la atención del personal muy buena. La comida y desayunos variados y buenos.",Positivos
"amables, atentos a cada solicitud. Personal calificado en cada área.",Positivos
Excelente ubicación . La dueña es súper amable y atenta. Excelente relación calidad/precio. Lo recomiendo.,Positivos
Muy cómodo el personal muy atento. Flexibles a la hora de hacer el check out. El desayuno completo y rico.,Positivos
"Todo muy bien, el personal muy amable y siempre dispuesto a ayudar, las instalaciones muy limpias y lindas",Positivos
"la habitación es muy completa, cómoda y limpia. Las personas del lugar son amables. En la zona hay muchos restaurantes.",Positivos
"Excelente ubicación para mis Intereses, la amabilidad del personal se destacó, las Instalaciones bien adecuadas y aseado, la alimentación bien, pocas opciones de menú pero en general muy bueno. 
Recomiendo ampliamente.",Positivos
"Nuestra estancia en este hotel superó todas las expectativas. Las habitaciones eran espaciosas y confortables, con unas vistas impresionantes. Además, el spa era el lugar perfecto para relajarse después de un día de turismo. ¡No puedo esperar para volver!",Positivos
"Bed and breakfast was nice, the bath was cleanly with all the items for my needs",Positivos
"Todo, las instalaciones muy buenas , excelente ubicación , nos gustó mucho la habitación",Positivos
"Elegí el hotel por su cercanía al aeropuerto y al CAS ya que debía realizar un trámite allí, y ese mismo día tomar un vuelo.",Positivos
"la habitación es super amplía, el desayuno es variado y abundante",Positivos
Todo estuvo súper cómodo especialmente la atención del personal,Positivos
"Las instalaciones son muy lindas, muy acogedoras y limpias, la ducha excelente.
El trato de las personas muy bueno.",Positivos
Buena ubicación para entrevista consular en la embajada de EEUU.,Positivos
"Good at restaurant was exceptional. I stayed with my two kids and we enjoyed greatly the heated pool. That was a true bonus and in Bogota where it can be windy and cool at times. The room was very comfortable, and breakfast was exceptional - a huge variety of options. Service was attentive.",Positivos
"El personal muy amable, las habitaciones confortables y el hotel de fácil acceso.",Positivos
"Nos gustó mucho el cuarto , bastante cómodo, el desayuno buffet con muchas variedades, está bien situado.",Positivos
"Excelente hotel, muy buena atención, excelente para hospedarse por temas de trabajo.",Positivos
"Ubicación, tiene lo que necesitaba, conexión Internet como HomeWorkin; sumado a que logramos viajar con mi mascota lo cual nos dió más tranquilidad y la atención y tranquilidad de las habitaciones fue lo que esperamos",Positivos
"El lugar, la ubicación, la habitación estaba bonita, el baño muy limpio",Positivos
Ubicación hacia el aeropuerto. Transporte hacia el aeropuerto constante,Positivos
"Personal muy amable, lugar muy limpio y cómodo. Excelente ubicación.",Positivos
"Me encantó su ubicación, es espectacular una zona muy exclusiva. La habitación es muy cómoda y tenia la opción para preparar alimento, eso nos encantó mucho.",Positivos
"La atención de Rosaura, acogedora.
Bonitas y cómodas instalaciones.
Buena relación precio -servicio",Positivos
"Excelente servicio. Espacio amplio, muy buena limpieza, cama muy cómoda, baño grande, cuarto muy silencioso. Se descansa muy bien. Personal muy amable. Desayuno delicioso tipo buffet y muy completo. Excelente ubicación. Cerca a la embajada americana, el CAS y el centro comercial nuestro bogotá. Excelente experiencia.",Positivos
"El desayuno excelente,, te hacen los huevos a tu gusto. Muy buena la comida",Positivos
Une tradición y espacio clásico con descanso y facilidad para estar y moverse en la urbe bogotana.,Positivos
"Muy completo y puntual, no es nada del otro mundo pero esta bien.. quizas podrian variar un poco mas el menu del desayuno... nuestra suite estuvo perfecta, iluminada ventildad amplia ... no podiamos pedir mas",Positivos
"En relación con el desayuno, excelente y el servicio prestado por el personal de primera, felicitaciones.
La ubicación la escogí por varias razones primero me quedaba cerca al lugar de trabajo y segundo ya lo conocía desde Barranquilla.
La cama excelente muy comoda",Positivos
"La muy buena atención de todos los empleados, la limpieza de las instalaciones y la comida",Positivos
"Las habitaciones son muy amplias, confortables, sin ruidos y buena vista. La atención del personal y la comida de muy buena calidad👍🏻",Positivos
"Las camas son super comodas, AMO, la capsula es muy comodita, ojala hubieran solo para mujeres tambien, los espacios compartidos son bonitos, el jardin tambien, el personal es amable y profesional",Positivos
"Extremely impressed with how this apartment was well-equipped with everything. From the beautiful kitchen and every kitchen supply you need is provided, a great refrigerator and laundry facility in the apartment with an 
iron and ironing board with plenty of bedding and towels provided with even a portable heater. Incredible security team who are extremely helpful and pleasant.",Positivos
Excelente ubicación para eventos en corferias. Buen desayuno. Habitación limpia.,Positivos
"La ubicación del Hotel, es muy central, cerca de restaurantes y zonas de turismo. Es un Hotel moderno, que esta aperturando pero vale la pena 100%.",Positivos
"La habitación realmente superó mis expectativas, muy cómoda la cama, me hospede en habitación con balcon y justo Dada hacia el cerro de Monserrate, el personal muy amable, todos los servicios de la habitación maravillosos, de verdad super recomendado.",Positivos
"We had initially booked at a different hotel and had some trouble with the dates. We found this through a quick search looking for a private jacuzzi and by the end of our stay we figured this was a much better option than what we had originally planned! Great service, the suite was incredible, the food was delicious and the staff was very attentive.",Positivos
"Bueno todo, pero mucho ruido en el sector, mucha música de disco cerca",Positivos
"Desayuno delicioso, camas muy cómodas, habitación perfectamente insonorizada con vista a la calle, excelente ubicación, llegamos en un auto alquilado y el estacionamiento fue muy sencillo, la gente muy atenta y diligente. Sin duda, volveré al Dann Carlton en Bogotá.",Positivos
"Está cerca a la embajada Americana, las habitaciones son muy cómodas, cuenta con agua caliente, son muy limpias, tienen todo lo necesario y el personal es muy amable!",Positivos
Excelente ubicación. Muy cerca de la embajada y en un sector tranquilo. La atención en la recepción fue muy rápida y amable.,Positivos
The staff went out of their way to make my stay amazing. Highly recommended,Positivos
"La ubicación, relación precio- comodidades y el buen desayuno",Positivos
"Muy tranquilo, excelente para pasar unas horas se descanso entre viaje",Positivos
"Me encantó la comodidad de la habitación, la limpieza y el silencio",Positivos
"Valoro mucho la atención, disposición y empatía de Oscar y Katherin de recepción. Muy amables y dispuestos a hacer de mi estadia una muy buena experiencia.",Positivos
Excelente para hospedarse en familia. Tienen la opción de suite. Limpias y confortables. El Desayuno es bueno y la atención muy buena.,Positivos
"rooms are excellent, the staff is very friendly and helpfull. The airport shuttle service is absolutely perfect.",Positivos
"Es un sitio demasiado acogedor, tranquilo, puedo estudiar, descansar, leer",Positivos
La comodidad de las instalaciones y el servicio por parte de los trabajadores,Positivos
"Muy buena la atención.
Muy cómodas las habitaciones.
Excelentes desayunos.",Positivos
muy cerca de la embajada. El personal súper atento te ayudan en todo lo que necesites.,Positivos
The area is full of restaurants but still quite at night! the staff is super helpful and kind.,Positivos
La atención de la señora Josefina. Muchas gracias excelente servicio,Positivos
"La comida, la piscina y el Jacuzzi de la habitación súper y el parqueadero súper adecuado para el lugar!!!🤩",Positivos
"El desayuno fantástico, las habitaciones geniales, el personal muy atento, ubicación perfecta para descansar y cerca a lugares principales de la ciudad, muy tranquilo.",Positivos
